text,label
pra acha fdp fdp httptcoviaafct3sc hahahahaha,0
fidel raul castro mandarem pra prisão nada tá boa né httpstcon4c78atxnj,0
editorahumanas sexta feira httpstcozyxufakwnr,0
mayaramellon pronto pistoleira cara ta aqui agora vez pedir posta imc httpstcofvrdbz7wqq,0
homens todos iguais deixam tudo última hora dia namorados amanhã hoje começaram assaltar relojoarias,1
ainda bem trump ganhou imagina mundo nenhuma guerra preconceito chato quer bomba coreia,0
guerra legal notadamente toda opinião painel preocupou citar estatuto decisão des _ httpstconvnk4kj2pf,0
ando passear baixa porto encontrei prédio transformado turismo habitação juro vou jogar euromilhões,0
_ioen parabéns brou menina bom demais,1
loucura olha rolando internet gravíssimo lembra tal doida acusou dep httpstcouh7jbpldnn,0
todo islâmico dirá religião pazporque corão diz paz existirá mundo islão única religião,0
mulheres minorias ti engenharia outros cursos fazer pra incluílas neles deixa escolham cursos simples,0
quero respeitos todas mulheres feiagordavadiapiranhae todas outras acha direito rotular diadamulher,0
aff negro oscar agora sao racista pfvr miga melhore,0
istevenoficial obrigada agorars,0
handresilva t4keshy cá fufas,1
h maiúsculo twitter então sabe deve ter criado perfil,0
devo mt feia pq gorda,1
ótimas notícias apenas começando juntos iremos maga tornar américa grande novamente _ httpstcoahsd5aikih,0
caindo real feminista descobrindo feminismo confuso emma feminazi tá cagando pra liberdade querem _ httpstcopypg25jleb,1
rt joaquinvoltou nunca vai voltar desse jeito vem meteoro httpstco7u0zocm0u8,0
betocesarjr pode feia pode gorda pode feia gorda,1
dia desses apareceu propaganda aqui tl sobre trans serem versões piratas mulher fiquei apenas wtf gente burra,1
2008 voluntária sc 30 diaspara atender vítimas desabamento morrodobaú ilhota achei httpstco7zbmlz7x8m,0
menos stf httpstcoizszvkiqra via cartacapital,0
rt hezen10000 defesahetero viva família tradicional família artificial,1
lançaperfume racista filho puta httpstcoaj2ddoutin,0
estado justiça portugal httpstcoor31yzyyhq pnr renovarportugal,0
oficialmente mulher burra mundo,1
misscaviar folha cade alexandre garcia agora pra dizer kkkk,0
rt maitabom aonde coração ali estará tesouro,0
agora sim latinos imundos vão parar tentar entrar eua trump,1
vanzkafka sério provado acho ngm dá carro 70 mil causa chantagem sendo inocente,0
ctonsa hahahahahahaha parece,0
espero maiores sucessos deste encontro realdonaldtrump pnr httpstcogfjbb8rphi,0
escudo acabou 15 anos p garantir boa regulação sist bancário banco portugal optou manter quase 2 mil funcionários,0
fala mim estúpido _ és feia gorda chata curto ti httpstcoxpwkvamfue,1
recordando desafio candidatura intercalares lisboa 2007 obtive 08 objectivo 2017 2 httpstcoxc1rtlxwx6,0
cada dia patético reinaldo httpstcodxbsukx9tg,0
belaaferaa aceitei pq sapatão sinistra,1
rt rhraysa 8h06 07032017 naily vai ter cschaçadaaa 8h06 07032017 naily várias sapatão,1
aí dormir agora então contando q vou tentar dormir agora vou conseguir dormir 1hr q _ httpstcollzuwurykk,0
globeleza mulata sim preconceito branca sabe sambar,1
trabalhando graças feminismo rh decide vou escolher mulher pq nao concluindo faculdade cagou foto bolsonaro,1
previdência coisa trabalha httpstco3qzoxqqtfw,0
domingo 2103 limpar churrasquera guarda revolver paga prostituta tira sexy hot botar rede vida encerrado final semana,0
reunião maravilhosa pm canadense justintrudeau grupo empresárias líderes canadá estados _ httpstcoqyqopfmvdv,0
conversaafiada cassiavf youtube gente aí tb,0
rt lemos3nicolle beijo gay hetero acho devia aparecer desenhos animados httpstcofmebi1csuv,0
derotikas reclamei porque semana passada fiz velho doar galo 3 galinhas angola kkkkk,0
parabéns patríciamamona nelsonévora httpstcot0xph8678j,0
abaixo apenas alguns exemplos manifestação favor direito orgulho hetero,1
tantos jornalistas volta pinto costa café leite pode tomar tranquilamente guimarães,0
rt rossanamachado_ nada contra acho correto httpstcolwuws6ihxk,0
falou populista sei turma fake news retardado httpstcodr87lj0zbg,0
rt janainadobrasil 13 prática enraizada país faz empresários subservientes poder lugar _,0
rt anamr_c fufas decentes hj dia mulheres,1
hoje 19h45 rtp1 tempo antena anual pnr perder divulgar httpstcoykfflc9akz,0
sermulheré ter condição gerar vida dentro si biologicamente palhaçada transgênero _ httpstcoijo3uwhs6v,1
turma problematização vê preconceito tudo pra pautar movimentos doentes mentais esquerda httpstcov84kk0cum1,1
rt olhosvioleta_ ah mulheres gente nada,0
mulher armadora barracas,0
jairbolsonaro assumiu causa choro todo pelegada pleno começo 2017 imagine ano _ httpstco3qjpcw4gth,0
rt hugorebal ei realdonaldtrump olha ministro relações exteriores aloysio_nunes acha deixava _,0
sermulheré nascer corpo mulher,1
rt djluizinho22 jhullymelo79 sapatão errei traveco mó pirocão,1
rt rpsantos1970 barreirenses podem confiar alguém defende tamanha aberração vamos entregar ps destino municí _,0
evangélicos fazendo fantasia outras dizem evangélicos tirando roupa carnaval parabéns httpstco0ehul3ngis,0
7 pica alemão httpstcoxtzlbuzp99,0
todos estados excepto dois cumprem obrigações relação acolhimento refugiados vindos _ httpstcos8qydi74z5,0
micheltemer mansualmeida mentira brasil dinheiro ajudar refugiados nunca contribuiram centa _ httpstcovvgsbr3sqf,0
rt reybiannchi estado ladrão httpstcout0oqbjv19,0
tava arrumando quarto achei corpo eliza samudio,0
fejao2 nandomorais3110 g1 massa manobra esquerda cara httpstcoalodwaoevz,0
fufas dizem homens pq gostam mulheres merecem mesma feliz dia,1
capitalismoop vitriao98675664 esquecido cachorro kkk,0
decepcionadissimo novo bbb,0
áfrica gato preto conhecido apenas gato,0
precisa lembrar alguém consegue refutar linha p sentir merda sinal _ httpstcogfik7kni5n,0
catarina_mart candidato pnr mesma câmara httpstcouy9pd4jzdf,0
feminismo capacho esquerda nazista hahahahahaha retardado refute fale _ httpstcooha1p45vpx,0
suzi_cardozo ta parecido tirando fato loiro branco resto ta ok,0
rt dominatlon acho kids precisam ver shows assim deixem crianças serem crianças inocência descobrirem mundo _,0
fato muita mulher homemdeverdade mariquinha fresco ai,1
rt humoraopontape sim penalti cabeça httpstco1jikyifgiv,0
rt joaquimtexera neto pediu pra trans comprei carrinho mão agora transportador brita desliguei encontrofa _,1
rt ahoflavinho blogdopim grande destrinchou problema cabeça esquerdistas,0
imperioso acabar terrorismo incendiário negociatas volta incêndios httpstcorhfbnqbxrq httpstcoivv2gb42oi,0
deus ta vendo vcs acordando cedo pra torcer pra casal sapatão burras vipdirecto,1
gabischneiderrr curiouscatme angola,0
agdabritto quero saber tudooo diaaaa,0
posso repórter angola aguento broas ia rir cara pessoas httpstcojrmnrjluiz,0
bem vindos novos lindos tl maitabom acarioca_ luccy_mara kisses verdade,0
triste aqui ibcc poder ver figura humana jaleco branco sorriso meigo httpstcowrr9xa5ubh,0
entrevista editorahumanas sobre censura oabsp httpstco9xdr4tci0r,0
riquinha feia gorda _ yha ando aqui rebolar vida httpstcovfxq9xq4jk,1
fimdesemana caravana vai andar aqui 10 fev vila real 11 fev covilhâ bilhetes fnacbilheteira _ httpstcoc6ks5fit96,0
arranque tour overdose tourette otr assim caravana segue dia 10 vila real dia 11 _ httpstcovkp9wz5sa8,0
combate capitalismo ideologia gêneros escolas falham miseravelmente httpstcoyhhekqmi6h,0
stf solta bruno mantem processo bolsonaro sei nao eimotmar03 estadohiramico gaviaochis _ httpstcoxfxyegt1or,0
sermulheré dependendo região poder chicoteada obrigada usar burca apanhar legalmente marido poder dirigir etc,1
grupo zumbis tentam escrachar jairbolsonaro universidade presbiteriana mackenzie httpstcobmhyemax8u,0
rt cristiano_sp bolsonaopressor padre pedófilo abusa moleques diz proteger ainda usa dinheiro igreja bancar _,0
bom dia companheiros sabem psd sondou joão braga lisboa,0
fizesteme sentir especialfizesteme pensar talafinal apenas ummagoasteme httpstcopbwfd3qiqg,0
ain repente assim mano pq vcs acham q postei ler texto apelo meritocracia q diz título,0
bom dia companheiros alguém sabe horas chega asteróide saber ainda tempo comprar livro quintasfeiras,0
professora ef escreveu nome errado mulher burra,1
sermulheré apoiar bolsonaro deputado têm projetos lei punir estupradores,0
vsf mano fico perplexo ver umas desgraça apoiar umas coisas tão absurdas dia negro falando salvou negro branco,0
parabéns deputado apezequielteixeira brasil colapso cultural inversão doentia prioridades httpstcodh8dbiolpv,0
rt _glitterykisses acordo ter conta maior parte trabalhadores disney americanos educ _,0
rt anapaulavolei líderes líderes sessãonostalgia httpstco4cmujhafid,0
bem morto kkkk rt g1 hugo chávez bem diz presidente equador,0
criado novo termo nudez intelectuala mesma acontece voce ta cagando pelado antes banho _ httpstconkenb2q48v,0
estadohiramico stf vergonha httpstcoqblebf82wc,0
rpsantos1970 aproveitamento chamada crise refugiados httpstcorl9pirgtbz refugiados pnr portugal refugees,0
rt joaquinvoltou sociológo chora filósofo passa mal chega fala merda sala aula pra rede social,0
enquanto mulheres falavam sobre campanha carnaval preconceito distribuíam material divulgação httpstcobvtun7gfrs,0
democráticos hein deveriam mudar nome partido dictatorcrats httpstcotwpkifvn7t,0
faz tanto sentido dizer q angola colônia httpstcoeuy2gjaxlg,0
rt bolsonarosp deputadas bancada feminista tiram proveito dia internacional mulheres httpstcongvswtldtw,0
porque todas fufas qd novas dizem bi,1
dia 10 junho dia festa luta portugal neste dia vamos agarrar chama vamos participar ajudar _ httpstcoh9v2fc8wwj,0
conheço absolutamente ninguém pro jornaloglobo chamada invadindo httpstcokhorj4xxny,0
ridiculo acharem gays fufas diferentes todo resto pessoas normais gostos diferentes deixemse disso,0
adobe hitler kkkkkkkkk httptcozdbs9wq5ir,0
politicamente correto tá fudendo tudo,0
rt mvsmotta eleitor trump agredido delinquentes esquerda outro tente achar porquê httpstcolqwhos9wxn,0
vc namorado diz olha gostosas bate umazinha nunca fuja franguinha caráter,1
ansioso comício flórida amanhã grande multidão vista httpstcoo1dnxumimw,0
rt toquedeveludo agora poema sapatão sapatão sempre vou pq gosto pepekas quero comer,1
petição pede despenalização eutanásia aprovado unanimidade comissão parlamentar vergonha httpstcokqhpyqjizo,0
claramente karen jesuíno nunca namorou vida httpstco7lurfd5idp,0
impunidade outros fraqueza httpstcokdeulaje0y iraque portugal pnr renovarportugal,0
rt ericksoneriie curate_angola sei nunca vi desenho questão porém idades podem ver beijo gay pod _,1
sportinguistas 13 minutos festejar primeiro troféu época eliminação benfica prova podia ganhar,0
arrumei exatos 3 min pra trabalhar,0
boa noite abortistas cuidado empoderamento hem vão morrer agulha crochê fica dica,0
httpsdofandom tb desse jeito achei q solução remover pé,0
top 3 filmes superestimados laranja mecânica fabuloso destino amelie poulain alice país maravilhas,0
leoovini sapatão jogo tá quase igual hetero raca ein,1
sala viado sapatão coisa engraçada mundo,1
alguém chamar gordo ligue maior tudo,1
burra mulher aceita amante pois valorizar traidor ajuda destruir relacionamento nunca moral única,1
gente vestida branco parecia céu céu lugar santo,0
religiões africanas falou bem argumento consolida dito ora httpstcopoaw5pv0vx,0
rt snsdrug jihyo feia jihyo gorda porra queria feia gorda jihyo pfff,1
olha cara jairbolsonaro qm tá ligando cus sujos fazendo httpstcoqtgf3jtlfv,0
rt gugachacra joaquinvoltou apenas convidou camarote enviou passagem executiva vasp nysp transfe _,0
rt sensoinc habibs pósverdade laudo revela menino joão morreu após uso lançaperfume httpstcoi55ynzzvux httpstcowa _,0
rt omalestafeito carrada dinheiro q voou daquie cristas diz q portugal deve núncioo mínimo dar nome home _,0
impressionante todo justiceiro social podre httpstcoolfmlxhxih,0
ruihcruz marina nova ti,0
animal lixo httpstcor7qxnbkmjd,0
coisinha abençoada fofa lindo httpstcomsar80ut83,0
ditador moral pra falar mal ninguém vagabundo httpstco5z3hwzwogj,0
sociedade machista opressora httpstco25zoyepq5z,0
espero peçam michael j fox bater palmas vencedor senão nunca saímos daqui hoje oscars,0
ipoporto nasa verdade tanya_dyagileva sabe amar quer sérgio angola puxar joana veia lei diogo chamarme cabrão juiz,0
_jujuba_lima taí ótima sobremesas doces bolos,0
linknpacto miga pare construção social enxerga além burra racista,0
rainhaim rapaeo criticar gente branca posto vários prints racistas denúncia,0
thiviecos pastormalafaia boca suja pra evangelico sai armario rapaz block pq criança 15 anos pra ta dormindo ja,0
criou bem filho parabéns joaquinresponde httpstcozwlta8ahtr,0
1840 max vai tomar cu então 1840 max gorda feia 1840 max amor 1841 leticia gorda maxwell,1
rt ritocca favor criação dia nacional orgulho heterossexual popularmente falando dia hétero diga,1
rt implicante_org sinal medo bolsonaro imprensa trabalha pautas ridículas contra httpstcotjuct1emj1 _,0
dassblog xismaisxis islão leis países contam muçulmanos respeitamnas conveniencia moralidade,1
portanto grab by the pussy marine le pen ter mostrado imagens horrores causados islão,0
tanta caloura sapatão vai ter apresentações voz violão cantina durante intervalos,1
4 anos chorão mudou banda trocou charli brau jr sepultura paz,0
boa tarde molecada almocei fumei cigarro dei defecada compromisso tarde vou continuar respondendo joaquinresponde,0
malta lisboa restam poucos bilhetes show 2ª feira dia 20 apanhemnos n _ httpstcoeevmabbpeu,0
dadoqueiroz homemdeverdade acompanha time meninas,1
rt ajulysantos psdb quer perder título direita brasileira jair bolsonaro muita humilhação httpstcow0wv2k5t _,0
fufas celebram dia mulher,1
situação europa resumida aceitar refugiados lidar risco terroristas infiltrados aceitar taxado xenofóbico,1
queres ir ver overdose tourette casino figueira tens paca olhó passatempo página evento httpstcoakihbjrye8,0
rt lfrancobastos about last night overdose tourette checkem datas vejamnos país ruihcruz opauloalmeida istoeserio d _,0
rt ffernas pq tão dificil admitir q homem mulher gay n branco negro n diz nada q ha gente honesta n boa r _,0
rt rchldoux puras verdades httpstcof5wkm8grah,0
macumba contra filhos deusnão peganos remidos sangue cristo perseguição religiosa httpstcosaclu0vvtt,0
adianta porra nenhuma vc ter ido rua 2016 agora 2018 continuar votando psdbptpmdb,0
adivinha esquerda demoniza esquerda apoia httpstcolmknzzuwlo,0
farta procurar trabalho ainda meto trabalhar bar fufas vale,1
amora_inlove galera reuniu contra governo intransigente vargas oficialmente min 800 pssoas morreram cidades bombardeadas,0
troco 2 tomates ingresso rock in rio,0
força irmão editorahumanas somostodoseditorahumanas agora voltarei pra bebedeira putaria afinal ainda ca _ httpstcokwqflhm4bx,0
mulher enrolada cozinha masterchefbr,0
ainda surpreendida cara sapatão dessa camilinha httpstcoygyxhrvil8,1
gabrisinhas leolimaduarte mundo bem real parece conto fadas vida negro bem fácil,1
campo novo pode vir vitória maioria povo quer fazer bem nego faz refém branco aqui,1
atenção finalmente voltada infiltrados desocupados pegos httpstcolgslth3akd,0
pra turma usp moraes partidarizado pode ir pro stf fachin ter defendido invasão terra mst crime ok,0
rt danilogentili joão kleber faz rede tvputaria mau gosto baixaria fazem globoousadia arte tapa cada soc _,0
rt bruno4664777 soubenfica1904 slbenfica lindo vermelho branco,0
fon_sequinha burra mulher levo pra vc amanha,1
feminismo fez muçulmana,0
candidatura realmente diferenciadora httpstcogjhewfygza,0
fodase samira 9 anos vendida pro mohamed pedófilo 70 anos vamos falar patrícia atendente ganha menos gerente,0
mulher verdade bem sucedida independente ainda vai lutar fim si mesma,0
jairbolsonaro responde falsa acusação revista veja sobre ter planejado praticar atos terroristas httpstcoaoybjydvbq,0
acho agora perdeu vezkkkkkkkkk dó httpstcogt6t4iryyv,0
agendamaio palestra sobre identidade gêneroideologia gênero sãoluizmaranhão httpstco6dwifpywkn,0
conselho mulher sábia constrói mulher burra destrói,0
internet 2017 negro chamar ironicamente namorada preta virou motivo movimento negro pautar _ httpstco3tdjvrq0gd,1
sexta noite puteiro,0
mariaa_msj quero assim feia gorda casal,1
votei psdc 27 eymael democrata cristão zero citações lava jato consciência tranquila exemplo dignidade,0
agora deu tilt ricamconsult ameba cara pau comparar trump hugo chavez httpstcog24qmka7be,0
sim tratar gay indiferença httpstco8lu2ikghdj,0
gustavozelele devem respondido chama puta vadia manda ir lavar louça,1
devem invertidos dados aqui arma proibido lá q liberado louco httpstcoc8bzvbcix1,0
cidade sicradical desde hojeos parceiros media oficiais significa conteúdos exclusivos _ httpstcodlkmfbcsk3,0
vi agora fato ceelo green levou ontem grammys bonita homenagem fez httpstcour85cy99sb,0
demente mães jornal pública merda dessas httpstcoed0fd0ecuy,0
chiiaritta u r so right curate_angola ir buscar argumentos autoridade torna verídico discurso,0
voltou costas poder washington virandose país real jurou defender força trumppresident httpstcovwfs7tzbex,0
rt oficialjoao orgulho hetero homofobia abs,1
kaikedolin rudyreis vai levar processo httptcosjdpndb9wq,0
rt gabrielplnheiro feliz dia internacional mulher margaret thatcher tanque httpstco7l2vtejxrf,0
aí thewalkingdead deixa sobre zumbis vira jogos mortais,0
ajulysantos senti segura nesse dia httpstcouzcdiotiyc,0
pois continente apareceu pai feministas joaquinresponde httpstco46ohfkuegv,1
rt nazaredfatima concordo nada contra homossexualidade httpstcoqftgter9dm,0
capitalismoop dizem incitamos ódio população,0
biaarantes_real juro ia comer achando chocolate branco socorro,0
negociação salário mínimo portugal httpstco1lrcgs1ajt renovarportugal pnr,0
aguardando algum pedido c burca mulheres usam deserto onde tempe _ httpstcoqpqjgbtqir,0
crítica livros islão fundamentalismo islâmico httpstco8sgx1qfxnc,0
alexandres morais novo ministro stf somente 13 senadores votaram contra 13 pessoalkkkk httpstcoaa4a555zlp,0
pensaporti emprestar documentário vais adorar,0
opauloalmeida bilhetes disponíveis aqui httpstconeiqhncujp,0
rt perfectbody07 difícil amar primeiro gorda feia difícil olhar espelho sabendo _,1
mulher boa assim httpstco593o7qgdm7,1
estará sendo machista mulher bater feminista httpstcojzavkoawbl,1
rihwherehaveyou rachelsherazade obama fez refugiados vi ninguém reclamando modinha agora criticar trump,0
indo charleston carolina sul pra passar tempo boeing falar sobre empregos ansioso httpstco19l22j6oaj,0
rt direitafalando deus criou adao eva nao adao ivo,1
rt dobrodepessoa acho correto nível podemos go back relação assunto re _,0
comandante alerta p perigo tirarem fotos vídeos junto mar sic pede telespetadores p tirarem fotos _ httpstcokww2sda07k,0
agradecese empurrão vindo outro lado atlântico dar golpe misericórdia famigerada uniao_europeia brexit pexit,0
estadao mulher suja porra,0
rt _ioen amor sexo lacranteeee chora família tradicional enquanto mundo real pai tá vendo praça httpstco _,0
lornwtf estadohiramico cassiomorais realidade costuma arder olhos esquiva,0
rt marciariela novos gostam imitar vêem televisão pra mim boa ideia httpstcoxcrwnz2jge,0
eliza samudio pode sair vc ganhou pique esconde,0
rt tweet25hora tweet destaque 2ª hora tvi24pt adolfo_dias_i httpstco8ebiz20csh,0
espero dia refugiados comecem aqui sharia httpstcouhswa3hgqn,1
internet manhã melhor horário gente honesta trabalhadora,0
pq p mim ñ faz sentido ter filhos p ficarem mundo tão injusto violento esquerda crescendo cada _ httpstcobk9pjssauk,0
óbvio acha partido dá corrupção iria dar jeitinho httpstco5eal2klsr2,0
forró ouvi ontem homem chamar mulher pra dançar agarradinho boiola mulher aceitar sapatão,1
rt wantodiepls imagino ti,0
polémicas disse óbvio toda razão geertwilderspvv httpstcoyv093xlbja,0
burro argumento jênia consegue refutar linha falei eis bolha marxismo cul _ httpstcow1yv35loon,0
rt lobaoeletrico todo esquerdista mente reducionista sempre dificuldade analisar fatos reais,0
roberta feia falsa rídicula gorda outras coisas q posso dzr aqui risco processovai sair rejeição max bbb17,1
mário centeno portou homenzinho disse marques mendes piada feita,0
rt marianaa_016 saudades cantar islão todasmas principalmente cris nocas dia tixa rafa,0
jefersonstutz sei oq pensar,0
obvio httpstcofgz5abrdlg,0
curate_angola bebés crianças resumem bebés né vi crianças 567 anos serem intolerantes,0
13 anos pt levou brasil pior crise economica história país doentes esquerdistas vão dize _ httpstco9vrrkxbpdw,0
rt jumagalhaesbh maior prova honestidade jairbolsonaro quantidade votos câmara,0
rt eliasminotto arantxanome mulheres direita sempre lindas haha,0
angelicamorango taí qria picolé carambola jambo recifefeelings dia hj mto trab noite solidão fera,0
ajulysantos mulher precisa obrigatoriamente feminista mulher porque maioria comp _ httpstco8njzxomtv5,0
portugal precisa pnr pnr precisa si httpstcogpaubz0r6p httpstcotklisj70rq,0
cuidado burra falando mal feminismo atual gente mulher ignorante assim uó cada coisa né non,1
pec pra invadirmos argentina,0
rt _carmeloneto tpjaros lei imigração abre fronteiras brasil refugiados libera onu emitir vistos tirando _,0
discurso jpintocoelho60 10 junho 2016 httpstcoqgplz9na6h pnr renovarportugal portugal,0
rt dykerspt bom dia sapatão,1
mamãeeuquero mamãeeuquero mamãeeuquero esquerdar chora banho chora banho chora banho pra vergonha passar,0
cunha democraticamente eleito pq pode sair dilma nao,0
orçaminto nim httpstcokb9nab8bbj oe2017 renovarportugal,0
gorda feia oferecida gata _ brigada amorrr amei receber httpstcon6aptwokf7,1
rt femalejigga alguém httpstcoikh6nrnewl,0
scp falha golos jogadores isolados ninguém baliza scp perde setúbal scp eliminado sportinguistas culpam slb,0
retardado mata beber aí tentam proibir todo resto beber tb httpstcodpqia5inqq,0
o__ferreira volta terra,0
rt joaomiranda estado pode defenderse processo sócrates alegando falência,0
sair armário joaquinresponde httpstco1n8ys4b1ba,0
rt acarioca_ dê valor sentimentos porque dinheiro dia acaba maquiagem sai água,0
rt xerequinhac burra mulher vira piranha pra provocar ex,1
belisoinc girlshbo vi ep ontem ainda tô tentando digerir tudo ali,0
rt vemplutabrasil somostodosjoice joice ganhou processo parabéns joicehasselmann httpstcovfzoifo6yp,0
galera diz democrata defensora direitos primeira reconhecer resultado eleições livres democráticas,0
bom resultado vitória empatar casa rival directo entrada liga europa sempre positivo bardamerda,0
q viadagem romantismo tava comendo ladinho httpstcobbhrnsmj6e,1
rt ajulysantos concordo usar familiares atacar adversários políticos porém bandeira mariadorosario educação _,0
soubenfica1904 slbenfica lindo vermelho branco,0
vão comer arroz feijão fdp frescos caralho,0
homenagem mulheres simbolo direita mundo melanie trump politica belga sobrinha marina le pen _ httpstcorcqi0kdt1p,0
rt rafaelwinters_ marisa_lobo 22 anos desde entendo gente existem mesmas reclamações sobre sus nunca bo _,0
fufas d lx tão falsas q dói kkk,1
50 volta pt gópi gópi httpstco7dxriwi2pz,0
lusa_noticias boa solução arranje ovni httpstcorqbfoza51w,0
fodase rafavaleu pena esperarque maravilha,0
falar alemão caralho,0
capitalismoop vc face,0
ótima sessão audiência ceos associação líderes indústria varejo manhã httpstcomlj6yjsnao,0
rt lvlvelasco43 favor fiquem firmes boicote itaipava divulguem httpstcoorpqsjccbp,0
lipesff johnnschubert verdade sempre gatinho sapatão demais prestar atenção hahahah,1
rt bolsonarosp psdb votou contra privatização cedae contam né caso privatizadores x estatiz _,0
unico saiu ganhando blackfriday hauhauha httptcot8dzpr13,0
exatos 85 anos mulheres começavam ter direito voto garantido maneira plena distinção httpstcodwlhqgeni8,0
sicnoticias solução ovni httpstcohgylqx4vch,0
lara_gomesss maravilhosa corpao fico mal vejo chamando gordafeia tl pq queria gordafeia q vc,1
meninas cheguemse frente merece têm hipótese dia 31 popular alvalade partir dia 4 _ httpstcormn3mcljvr,0
catracalivre feminismo movimento cooptação mulheres p militância esquerdista defende mulheres bo _ httpstco2al5dboqm1,0
mulher dica foto pra vc tirar amigas httpstcopyjjmdx9yx,0
rt jpintocoelho60 destinado teimosos tantos acham utilidade chamado voto útil percebam simplesmente voto traidor _,0
1844 declaro aberto carnaval agora tomar banho curtir folia raiz estilo itamar franco 19 _ httpstco0jpishpyln,0
mariadorosario nao vi nenhuma feminista dando parabéns mulheres nao merecem direita httpstcodzhldfdouz,0
ptana_ anajuliacostaf1 gorda feia xodade,1
ijunqsouza pastormalafaia ciência religiosos posicionaram contra assunto moderninhos todos enganados desavisados tb,0
demos fatosesquerda mostrar amor esquerdistas próximo vai daí nunmiguell httpstcoosqafohydq,0
facebook caiu vamo voltar pro orkut galeraaa,0
rt silvio_mkt stf_oficial fazendo bolsonaro crime abuso d autoridade politicagem barata suja cara q _,0
rt walgreg verdades precisam esfregadas cara toda feminista httpstcowji5q8pcb6,1
stf_oficial fazendo conluio moça marcofeliciano pode maluca psicopata httpstcokxjfmmho3o,0
sopram ventos mudança pnr congratulase discurso realdonaldtrump httpstcocosa9mq2hb,0
lula falou melhor marisa fez ficar submissa dar palpite platéia repleta femini _ httpstco25zxrs30ef,0
ainda tráfico pq gente compra compra voltasse crime tudo estaria harmonia,0
esquerdopatas blackblocs atacaram manifestantes prótrump merda esquerda igual todo lugar muda _ httpstcoe4olz6ezzs,1
texto maravilhoso httpstco0z6x2gevf6,0
rt jpintocoelho60 detrás país cores vende regime crua realidade tanta miséria moral material httpst _,0
rt catarinamatos feliz dia mundial rádio httpstcoxtnxti55qw,0
7x1 porque david luiz saiu psg,0
linda maravilhosa fofa gorda feia feio acha gordo feio ficaadica,1
rt carlos_jb_paz portugal deve único país líder partidário acha elevação carácter fuga político apanhado _,0
edmilsonpapo10 elpais_brasil segundo esquerdopatas vender país pra china problema eua comprar imperialismo,1
notas rede globo mostra apuracaorj rio452 httpstconu6tvsmla7,0
lula nunca acertou nota azul guitar hero,0
taca pedra comunista,1
rt vanguardapop chora petralhada bolsonaropresidente depbolsonaro httpstcoqveofpwo7n,0
humbertocostapt senhor homem branco ricoqual problema disso,0
marlenebicalho oi madry dá fuçada lá primeiro livro amiga melaineribeiro wwwaescritoraeomusicoblogspotcom reviso,0
rt brptrcch vcs podem ter grupos amigos bons nenhum sapatao httpstcoqzf6yyc00b,1
gentebranca1 aproveitem bbb denunciem,0
bazófia jesus tão grande assumir erros abafa palhinha,0
ficar preocupado dória httpstcou2ladvsvdq,0
rt silvio_mkt gays franceses migrando direita razão disso bem simples avanço islamismo europa httpstco _,0
rt joaquinvoltou defendendo brancas louras condenando negro racismo httpstcoqkdhmdyor0,1
visão diferente resto movimento negro sobre apropriação cultural ainda namoro homem branco dread,0
confissões homemdeverdade hora banho toma pressa curte água limpa umbigo soca bronha melhor parte,1
dilma 7x1 primeira dama gostosa httpstcopkiztuhpdd,0
rt ray_souza1 acho burra mulher q prefere separa vive mentiras otaria gosta corna faz feliz _,0
rt daniacordeiro01 ya httpstcoyeakkupquv,0
vc chique benhe ryan_reminho live on httptwitcamcom11hdu,0
excelente pergunta cidade abandonada centro completamente dominado camelôs agentes cet rio sumiram tr _ httpstcoz66lz9csd8,0
mariolemes vc homemdeverdade twitter,1
realdonaldtrump começou discurso mandando alô pra carolcimenti moral hein ahahahahahahahaha,0
rt _cinnamongirl toda vez vejo alguém falando racismo inverso existe httptcoliejjculvy,1
barcelona virada histórica galo várias,0
rt rpsantos1970 maior forma racismo defensores multiculturalismo respeitam povos diversidade humana _,0
crepúsculo vira lobo vira vampiro ninguém vira homem,0
oieeee amoresss tô mtooo emocionadaaaa sobrinha lindaaa nasceuuu parabéns kilma lipe mano amo bem vinda karol renovacao,0
estimar idade argumento quero ver refutar falei fatos lógica verdades httpstcotyhxhorjb7,0
honra receber associação nacional xerifes whitehouse incríveis homens mulheres protegem serve _ httpstcobu6ud5yf16,0
leolimaduarte gabrisinhas comecei falar processo além racista agora ces sao cego,0
burra mulher ilude textinho,1
amanhã angola feriado porque aqui,0
zqkitowz sim maioria eleitorado mulher 51,0
xismaisxis n quer dizer algo islão,0
guerreiroraiz nunca beijou vida,0
imaginaram aécio vencido jumenta 2014,1
rt reaconaria mídia argumento vale gosto então hitler httpstcoz5qbbxwyva,0
_glitterykisses conseguem pensar sentido lato além vê frente olhos,0
top 3 filmes terror centopeia humana 3 serbian film albergue 2,0
mulher mt burra,1
imagina todo mundo comesse alface man mulher tão burra achava vegetarianos comem alface comazim,0
nesse dia internacional mulher experimente dar panos prato alguma feminista vai amar,0
perdoados sacerdote italiano mauro inzoli recebeu clemência papa tarde httpstco3xyg3omad5,0
jornaloglobo chatice jornaleco viva mulherhttpstcou7ncfx8zca,0
pnr novo sintra httpstco8r7oacoftw sintra autárquicas portugal pnr httpstcoocfmm7khvh,0
kairalhex digas islão religião inofensiva tal cristianismo problema isis leva ideais islamicos extremo,0
